product_name,correct_category
ผนังตกแต่ง เอสซีจี รุ่น Modeena รุ่น ไลท์4,วัสดุผนังและฝ้า
เสือกาวยาแนว สูตรเพิ่มสารทดกรด (สูตรใช้ White cement) สีเขียวหยก บรรจุถุง,สีและเคมีภัณฑ์
ท่อเหล็กดำ กลม ปลายเรียบ ขนาด 1/2 - 6 นิ้ว,ผลิตภัณฑ์เหล็ก
เอสซีจี ปูนซีเมนต์ขาวปอร์ตแลนด์ ส่งออก (จัมโบ้ แบ๊ค),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
พอลิเมอร์เสริมเส้นใยสำหรับงานโครงสร้างคอนกรีตไม่อัดแรง แบบเส้นตรงขนาด 2.8 มม.,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กแถบรีดร้อน ขนาด 235 มม. หนา 1.40 - 3.20 มม.,ผลิตภัณฑ์เหล็ก
โซไนต์ โมเสค 15x15 มม. คาราอิ สีแซสซาฟราส,สีและเคมีภัณฑ์
กระเบื้องหลังคาคอนกรีต เอสซีจี รุ่นซีแพค,วัสดุมุงหลังคา
เบเยอร์ ซุปเปอร์ ไฮ ชิลด์ โปรเฟสชั่นนอล ทาฝ้า C-700 (White) ขนาด 5 แกลลอน,วัสดุมุงหลังคา
"ท่อเหล็กกลมกัลวาไนซ์ 1""x 0.80 - 3.20 มม.",ผลิตภัณฑ์เหล็ก
เหล็กแถบรีดร้อน ขนาด 193 มม. หนา 1.40 - 3.20 มม.,ผลิตภัณฑ์เหล็ก
โฟร์ซีซันส์ สีน้ำ ด้าน ภายใน เบส 2.5 แกลลอน #000C,สีและเคมีภัณฑ์
ท่อเหล็กเคลือบสังกะสี ขนาด 2½ นิ้ว ความหนา 3.05 - 7.01 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 40 x 20 มิลลิเมตร ความหนา 2.00 - 3.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
ปูนซีเมนต์สำเร็จรูป ตราอินทรีมอร์ตาร์ 21,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยม ขนาด 40 x 20 มิลลิเมตร ความหนา 2.00 - 3.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
ปูนรับกำลังอัดเร็ว เอสซีจี แบบบัลค์ ขนาด 1000 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมเคลือบสี ขนาด 60 x 30 มิลลิเมตร ความหนา 1.60 - 3.20 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมเคลือบสี ขนาด 100 x 40 มิลลิเมตร ความหนา 1.60 - 5.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
กระเบื้องบุผนัง วู๊ดเดน เบจ ขนาด 8*10 นิ้ว,กระเบื้องและเซรามิก
พอลิเมอร์เสริมเส้นใยสำหรับงานโครงสร้างคอนกรีตไม่อัดแรง ขนาด 9 มม. (ผลิตภัณฑ์ตัวอย่าง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
โฟร์ซีซันส์ สีน้ำ กึ่งเงา ภายนอก เบส 2.5 แกลลอน #000D,สีและเคมีภัณฑ์
เสือกาวยาแนว สูตรเพิ่มสารทดกรด (สูตรใช้ White cement) สีอิฐ บรรจุถุง 1 กิโลกรัม,สีและเคมีภัณฑ์
เหล็กข้ออ้อย SD40 น้ำหนัก  1  ตัน,ผลิตภัณฑ์เหล็ก
KemResis-S15HP,อื่นๆ
ทีโอเอ HVG ท็อปการ์ด โพลียูรีเทน 2K เงา เบส ส่วนเอ 1 แกลลอน #000A,สีและเคมีภัณฑ์
เหล็กเส้นข้ออ้อย SD40 DB28 12M,ผลิตภัณฑ์เหล็ก
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดแป๊บสี่เหลี่ยมจัตุรัสเคลือบสี ขนาด 40x40 มม. X หนา 3.0 มม.,ผลิตภัณฑ์เหล็ก
ทีโอเอ ชิลด์วัน นาโน สีน้ำ กึ่งเงา ภายใน เบส 2.5 แกลลอน #000A,สีและเคมีภัณฑ์
ท่อเหลี่ยมดำ ขนาด 50 x 50 มิลลิเมตร ความหนา 1.20 - 3.20 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
กระเบื้องปูพื้น คอตโต้ 45x45ซม.,กระเบื้องและเซรามิก
โฟร์ซีซันส์ 5IN1 สีน้ำยืดหยุ่น ชนิดเนียน สำหรับภายนอก เบสเอ บรรจุ 10 ลิตร,สีและเคมีภัณฑ์
ปูนรับกำลังอัดเร็ว เอสซีจี บรรจุถุง 50 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
สีน้ำอะครีลิค เอ็กซ์ตร้าปาม  ชนิดกึ่งเงา เบส เอ บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
เบเยอร์ คูล ไดมอนด์ ชิลด์ พลัส ชนิดเนียน SW-8800 (Super White) ขนาด 2.5 แกลลอน,วัสดุมุงหลังคา
สลักเกลียว เกรด 10.9,ผลิตภัณฑ์เหล็ก
อินทรีเพชรพลัส (Big Bag),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
แผ่นพื้นสำเร็จรูปท้องเรียบ กว้าง 35 ซม. หนา 5 ซม. เส้นลวดขนาด 4 มม. 7 เส้น,ผลิตภัณฑ์เหล็ก
ท่อต๊าปเกลียวเคลือบสี ขนาด 1¼ นิ้ว ความหนา 2.60 - 4.90 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เบเยอร์ รูฟ ซีล คูล 207 (Grey) ขนาด 5 แกลลอน,วัสดุมุงหลังคา
เบเยอร์ คูล ไดมอนด์ ชิลด์ 7 ภายนอก เบส เอ ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
แผ่นยิปซัม GM ประเภททนชื้น 9.0x1200x2400 mm.,วัสดุผนังและฝ้า
เบเยอร์ซุปเปอร์ไฮ-ชิลด์ ชนิดด้าน สำหรับทาภายนอกและภายใน เบส B ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
ทีโอเอ กลิปตั้น สีเคลือบ ด้าน เบส 1 แกลลอน #000B,สีและเคมีภัณฑ์
ปูนซีเมนต์ปอร์ตแลนด์ประเภทที่ 1 บรรจุถุง 50 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ WH01Worm บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เสือกาวยาแนว สูตรเพิ่มสารทดกรด (สูตรใช้ White cement) สีครีม บรรจุถุง,สีและเคมีภัณฑ์
ซุปเปอร์ชิลด์ สีน้ำ ชนิดเนียน สำหรับภายนอก เบสบี บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
ซุปเปอร์เมเทค เอ็กซ์เปิร์ต สีน้ำด้าน นอก ผสมรองพื้น เบส 1 แกลลอน #000A,สีและเคมีภัณฑ์
โฟร์ซีซันส์ สีรองพื้นปูนใหม่ 5 แกลลอน #A1111,สีและเคมีภัณฑ์
เหล็กเส้นข้ออ้อย SD40 DB32 10M,ผลิตภัณฑ์เหล็ก
ลวดเชื่อมไฟฟ้ามีสารพอกหุ้มใช้เชื่อมเหล็กกล้าไม่เจือและเกรนละเอียดด้วยการเชื่อมอาร์กโลหะด้วยมือ FAMILIARC LB-52 เส้นผ่านศูนย์กลาง 3.2x350 mm ขนาดบรรจุ 5 กิโลกรัม,ผลิตภัณฑ์เหล็ก
สีน้ำโฟร์ซีซั่น ชนิดด้าน สำหรับทาภายนอก เบส ดี บรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
กระเบื้องโมเสค คอตโต้ (คละสี) ขนาด 97x97 mm. (4SR1),กระเบื้องและเซรามิก
แอสฟัลต์ซีเมนต์ 60-70,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
พอลิเมอร์เสริมเส้นใยสำหรับงานโครงสร้างคอนกรีตไม่อัดแรง แบบเส้นตรงขนาด 3.5 มม.,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนฉาบละเอียดสำเร็จรูปทีพีไอ M100 (บรรจุถุง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์ เคลียร์ คอนแทกซ์ ไพรเมอร์ บี-1500 ขนาด 1 แกลลอน,วัสดุมุงหลังคา
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 50 x 20 มิลลิเมตร ความหนา 1.60 - 3.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เสือกาวยาแนว (สูตรใช้ White cement) สีเทา บรรจุถุง,สีและเคมีภัณฑ์
ทีโอเอ ชิลด์วัน นาโน สีน้ำ ชนิดด้าน สำหรับทาฝ้าเพดาน บรรจุ 5 แกลลอน,สีและเคมีภัณฑ์
ท่อเหลี่ยมดำ ขนาด 19 x 19 มิลลิเมตร ความหนา 1.20 - 2.30 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เบเยอร์คูล ออล พลัส เฉดสีกลาง ขนาดบรรจุ 5 แกลลอน,สีและเคมีภัณฑ์
หลังคาไฟเบอร์กลาสโปร่งแสง ท๊อปกลาส อัลติมา เจล 2400 จีเอสเอ็ม รูปลอน 3 ลอน  720,วัสดุมุงหลังคา
เหล็กรูปตัวซีมีขอบ เคลือบสังกะสี ขนาด 150 x 50 x 20 มิลลิเมตร ความหนา 2.20 - 4.50 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เทปยาง Aerotape 12 mm,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์ คูล ไดมอนด์ชิลด์ พลัส ซูเปอร์ ไวท์ ชนิดเนียน #SW8800 ขนาด 2.5 แกลลอน,วัสดุมุงหลังคา
คอนกรีตผสมเสร็จ ตราอินทรีคอนกรีต ขนาดกำลังอัด 180 ksc,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กเส้นข้ออ้อย SD50 DB28 12M,ผลิตภัณฑ์เหล็ก
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ OR04Scrat บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เสือ ซีเมนต์ทากันซึม ชนิดยืดหยุ่น บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
สีน้ำรองพื้นปูนใหม่กันด่าง ซุปเปอร์ชิลด์ บรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
วัสดุยาแนวรอยต่อคอนกรีตแบบยืดหยุ่น ชนิดเทร้อน ขนาด 12 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เสือ กาวยาแนว สูตรเพิ่มสารทนกรด (สูตรใช้ grey cement) ทุกสี 1 กิโลกรัม,สีและเคมีภัณฑ์
"คอตโต้, ก๊อกน้ำอัตโนมัติ รุ่น CT539AC LD",สุขภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยม ขนาด 88.9 x 88.9 มิลลิเมตร ความหนา 3.96 - 7.92 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เสือกาวยาแนว สูตรเพิ่มสารทดกรด (สูตรใช้ White cement) สีเทา บรรจุถุง 1 กิโลกรัม,สีและเคมีภัณฑ์
อินทรีเพชร Easy Flow (ชนิดผง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กแท่งทรงยาว SWRH82B 150X150 12M,ผลิตภัณฑ์เหล็ก
สีน้ำภายนอก TOA FLEX EXPERT #000D 5 แกลลอน,สีและเคมีภัณฑ์
คอนกรีตผสมเสร็จซีแพคกำลังอัด 350 KSC,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
แผ่นพื้นสำเร็จรูปท้องเรียบ กว้าง 35 ซม. หนา 5 ซม. เส้นลวดขนาด 4 มม. 6 เส้น,ผลิตภัณฑ์เหล็ก
เบเยอร์ คูล ไดมอนด์ชิลด์ พลัส ซูเปอร์ ไวท์ ชนิดกึ่งเงา #GW8800 ขนาด 2.5 แกลลอน,วัสดุมุงหลังคา
เสือมอร์ตาร์ คอมแพคติ้ง มอร์ตาร์,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีผิวเรียบ OR05 บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ซุปเปอร์ชิลด์ สีน้ำ ชนิดกึ่งเงา สำหรับภายนอก เบสดี บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 90 x 45 มิลลิเมตร ความหนา 2.30 - 3.20 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
ตะแกรงเหล็กกล้าเชื่อมติดเสริมคอนกรีตแบบลวดเส้นกลม CDR (ตะแกรงเหล็กไวร์เมช) ขนาด 6.0x4.0 mm. ขนาดตาราง 30x30 cm.,ผลิตภัณฑ์เหล็ก
"ฉนวนใยแก้วชนิดม้วน รุ่น Microfiber No.5 Plus 3"" ขนาด 75 มิลลิเมตร",ฉนวนกันความร้อน
แผ่นยิปซัม TOA ประเภททนชื้น 9.0x1200x2400 mm.,วัสดุผนังและฝ้า
เหล็กข้ออ้อย DB16 SD40 (T),ผลิตภัณฑ์เหล็ก
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 76.2 x 76.2 มิลลิเมตร ความหนา 3.96 - 6.35 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
"โซ่เหล็กมาตรฐานสากล เกรด 70 ขนาดมาตฐาน 1/4 นิ้ว x 141 ฟุต, บรรจุถังพลาสติกกลม",ผลิตภัณฑ์เหล็ก
ท่อต๊าปเกลียวเคลือบสังกะสี ขนาด 2½ นิ้ว ความหนา 3.05 - 7.01 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
สีรองพื้นเบเยอร์ คูล อีลาสโตเมอริค # 9000 ขนาด 5 แกลลอน,สีและเคมีภัณฑ์
การบริการผลิตผลิตภัณฑ์คอนกรีตสำเร็จรูป,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 125 x 75 มิลลิเมตร ความหนา 2.30 - 6.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
สีน้ำภายนอก TOA SHIELD EXPERT#000D 1 แกลลอน,สีและเคมีภัณฑ์
บัวแดงโปรเวิร์ค (ชนิดปูนผง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ทีโอเอ ออร์แกนิค แคร์ สีน้ำ เนียน ภายใน เบส 9 ลิตร #000B,สีและเคมีภัณฑ์
ท่อเหลี่ยมสังกะสี ขนาด 18 x 18 มิลลิเมตร ความหนา 0.40 - 2.30 มิลลิเมตร,สีและเคมีภัณฑ์
ผนังตกแต่ง เอสซีจี รุ่น Modeena รุ่น ไลท์1,วัสดุผนังและฝ้า
สีรองพื้นเบเยอร์ คูล อีลาสโตเมอริค # 9000 ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
สีน้ำโฟร์ซีซั่น ชนิดด้าน สำหรับทาภายใน เบส ซี บรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
ท่อกรู๊ฟเคลือบสี ขนาด 2 นิ้ว ความหนา 2.77- 5.54 มิลลิเมตร,สีและเคมีภัณฑ์
ซุปเปอร์ชิลด์ สีน้ำ ชนิดกึ่งเงา สำหรับภายนอก เบสเอ บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
ท่อกลมเคลือบสี ขนาด 1 นิ้ว ความหนา 2.60 - 4.55 มิลลิเมตร,สีและเคมีภัณฑ์
ถาดสี่เหลี่ยมเปลือกข้าว รุ่น HUSK TEA TRAY M 1 ชิ้น,สีและเคมีภัณฑ์
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด คละสี,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ทีโอเอ กลิปตั้น สีเคลือบ กึ่งเงา เบส 1/4 แกลลอน #000D,สีและเคมีภัณฑ์
ซุปเปอร์ชิลด์ สีน้ำ กึ่งเงา ภายนอก เบส 2.5 แกลลอน #000A,สีและเคมีภัณฑ์
ทีโอเอ HVG อีโพการ์ด อีนาเมล เงา ส่วนเอ 1 แกลลอน #0600,วัสดุมุงหลังคา
ทีโอเอ ชิลด์วัน นาโน สีน้ำ ชนิดเนียน สำหรับภายนอก เบสเอ บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
โซไนต์ โมเสค 15x15 มม. คาราอิ สีชิลลี่ เปปเปอร์,สีและเคมีภัณฑ์
เหล็กแถบรีดร้อน ขนาด 185 มม. หนา 1.40 - 3.20 มม.,ผลิตภัณฑ์เหล็ก
หลังคาไฟเบอร์กลาสโปร่งแสงมินิโกลด์ 1800 จีเอสเอ็ม รูปลอนมินิโกลด์,วัสดุมุงหลังคา
เสือ ซีเมนต์ ซูเปอร์ ก่อ ฉาบ เท บรรจุถุง 40 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ GY01Scrat. บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนซีเมนต์สำเร็จรูป ฉาบทั่วไป บรรจุถุง 50 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนรับกำลังอัดเร็ว เอสซีจี แบบบัลค์,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เสือกาวยาแนว สูตรเพิ่มสารทดกรด (สูตรใช้ White cement) สีเขียวอ่อน  บรรจุถุง 1 กิโลกรัม,สีและเคมีภัณฑ์
เบเยอร์ ซุปเปอร์ ไฮ ชิลด์ โปรเฟสชั่นนอล ภายนอก E-100 (White) ขนาด 2.5 แกลลอน,วัสดุมุงหลังคา
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อกลม ขนาด 1¼ นิ้ว ความหนา 2.00 - 4.90 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เบเยอร์ เรน ควิก ไพรเมอร์ B-2900 ขนาด 2.5 แกลลอน,วัสดุมุงหลังคา
เหล็กลวดคาร์บอนสูง ชั้นคุณภาพ SWRH62B ขนาด 5.5 mm.,ผลิตภัณฑ์เหล็ก
เหล็กเส้นข้ออ้อย SD40T DB32 12M,ผลิตภัณฑ์เหล็ก
ฉนวนยาง Aeroflex HF หนา 9 mm,ฉนวนกันความร้อน
ท่อเหล็กแบนกัลวาไนซ์ 100 x 50 x 1.3 มม.,ผลิตภัณฑ์เหล็ก
ท่อเหล็กเคลือบสังกะสี ขนาด 4 นิ้ว ความหนา 3.05 - 8.60 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เบเยอร์คูล ออล ซีซั่น เบส บี ขนาดบรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
เหล็กแถบรีดร้อน ขนาด 430 มม. หนา 1.40 - 3.20 มม.,ผลิตภัณฑ์เหล็ก
สีน้ำภายนอก TOA FLEX EXPERT #000A 5 กล.,สีและเคมีภัณฑ์
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ GR02Scrat. บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์ชิลด์ เวธเธอร์การด์ เบส บี ขนาดบรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
เบเยอร์ ชิลด์ แอร์ เฟรช โกลด์ ไอออน เบส เอ ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
แผ่นพื้นสำเร็จรูปท้องเรียบ กว้าง 35 ซม. หนา 5 ซม. เส้นลวดขนาด 4 มม. 4 เส้น,ผลิตภัณฑ์เหล็ก
ผนังคอนกรีตสำเร็จรูปซีแพค ความหนา 10 เซนติเมตร,วัสดุมุงหลังคา
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อกลมเคลือบสี ขนาด ½ นิ้ว ความหนา 2.00 - 3.73 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ RE01Worm บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
สีน้ำอะครีลิค เอ็กซ์ตร้าปาม ชนิดเนียน สำหรับทาภายใน เบส ดี บรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
เหล็กเส้นกลม ขนาด 9 มม. เกรด SR24,ผลิตภัณฑ์เหล็ก
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ BL02Worm บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
7IN1 สีน้ำยืดหยุ่น เนียน ภายนอก เบส 10 ลิตร #000B,สีและเคมีภัณฑ์
ทีโอเอ กลิปตั้น สีเคลือบ กึ่งเงา เบส 1 แกลลอน #000B,สีและเคมีภัณฑ์
สีน้ำโฟร์ซีซั่น ชนิดด้าน สำหรับทาภายนอก เบส บี บรรจุ 5 แกลลอน,สีและเคมีภัณฑ์
กาวซีเมนต์ คอตโต้ สำหรับกระเบื้องแกรนิตและกระเบื้องแผ่นใหญ่ บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีผิวเรียบ RE01 บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
กระเบื้องเซรามิคตัดขอบ NATURAL Collection ดีไซน์ บอสโค – ไวท์โอ๊ค ขนาด 39.5 x 58.5 cm.,กระเบื้องและเซรามิก
กระเบื้องปูพื้น คัมพานา 20x20 ซม. NK1,กระเบื้องและเซรามิก
สีน้ำโฟร์ซีซั่น ชนิดด้าน สำหรับทาภายใน เบส เอ บรรจุ 5 แกลลอน,สีและเคมีภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดแป๊บสี่เหลี่ยมจัตุรัสเคลือบสี ขนาด 50x50 มม. X หนา 2.00 มม.,ผลิตภัณฑ์เหล็ก
เบเยอร์ คูล ไดมอนด์ ชิลด์ 7 ภายใน เบส ซี ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
พอลิเมอร์เสริมเส้นใยสำหรับงานโครงสร้างคอนกรีตไม่อัดแรง ขนาด 4 มม. (ผลิตภัณฑ์ตัวอย่าง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ฉนวน ROCKWOOL รุ่นความหนาแน่น 40 kg/m3 ความหนา 100 mm.,ฉนวนกันความร้อน
เสือกาวยาแนว สูตรเพิ่มสารทดกรด (สูตรใช้ grey cement)  สีน้ำตาลอ่อน บรรจุถุง,สีและเคมีภัณฑ์
TEXCA Wall 7.5 cm (60cm × 7.5cm × 200cm),วัสดุผนังและฝ้า
กระเบื้องโมเสค คอตโต้ (คละสี) ขนาด 97 x 97mm. (4SR1),กระเบื้องและเซรามิก
เหล็กเส้นข้ออ้อย SD40T DB32 10M,ผลิตภัณฑ์เหล็ก
ท่อเหลี่ยมสังกะสี ขนาด 100 x 100 มิลลิเมตร ความหนา 0.40 - 3.20 มิลลิเมตร,สีและเคมีภัณฑ์
โฟร์ซีซันส์ 5IN1 สีน้ำยืดหยุ่น เนียน ภายนอก เบส 10 ลิตร #000C,สีและเคมีภัณฑ์
แผ่นฉนวนสำเร็จรูป PIR รุ่น KST1000AWP PIR ความหนา 60 mm,ฉนวนกันความร้อน
ฉนวนใยแก้วแบบม้วน Foil 1 ด้าน 2425,ฉนวนกันความร้อน
เบเยอร์ชิลด์ โฟโตคลีน เฉดสีกลาง ขนาดบรรจุ 15 ลิตร,สีและเคมีภัณฑ์
เสือกาวยาแนว สูตรเพิ่มสารทดกรด (สูตรใช้ White cement) สีฟ้ารุ่งอรุณ บรรจุถุง 1 กิโลกรัม,สีและเคมีภัณฑ์
เหล็กแถบรีดร้อน ขนาด 230 มม. หนา 1.40 - 3.20 มม.,ผลิตภัณฑ์เหล็ก
โซไนต์ โมเสค คอลเล็คชั่น กรรณิการ์ เมทาลิค สีแชมเปญบิก,สีและเคมีภัณฑ์
ฉนวนใยแก้วชนิดม้วน รุ่น 3250 ปิดฟอยล์ 2 ด้าน ขนาด 50 มิลลิเมตร,ฉนวนกันความร้อน
ท่อแบนสังกะสี ขนาด 40 x 20 มิลลิเมตร ความหนา 0.40 - 3.20 มิลลิเมตร,สีและเคมีภัณฑ์
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ GR01Scrat. บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
อินทรีเพชร (Big Bag),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ SP01Scrat .บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ลวดเหล็กคาร์บอนต่ำ,ผลิตภัณฑ์เหล็ก
อินทรีมอร์ตาร์ 13 ปูนซีเมนต์สำเร็จรูปสำหรับฉาบอิฐมวลเบา 50 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
กระเบื้องเซรามิคตัดขอบ NATURAL Collection ดีไซน์ ทิมเบอร์ – ไวท์โอ๊ค ขนาด 9.6 x 58.5 cm.,กระเบื้องและเซรามิก
กระเบื้องบุผนัง โสสุโก้ 20x25 ซม. NK2,กระเบื้องและเซรามิก
ไม้เชิงชายพลัส ตราเพชร 23x300x1.8 ซม. สีธรรมชาติ,สีและเคมีภัณฑ์
เบเยอร์ คูล ออล พลัส ภายใน เบส A ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
ท่อกลมเคลือบสี ขนาด ¾ นิ้ว ความหนา 2.11 - 5.56 มิลลิเมตร,สีและเคมีภัณฑ์
กระเบื้องปูพื้น คอตโต้ 30x60 ซม.,กระเบื้องและเซรามิก
เบเยอร์ชิลด์ อีซี่ คลีน แอนด์ แคร์ ชนิดเนียน สำหรับทาภายใน เบส B ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 25.4 x 25.4 มิลลิเมตร ความหนา 2.41 - 3.38 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
แผ่นผนังท่อลมหุ้มฉนวนสำเร็จรูปสำหรับระบบระบายอากาศ PIR TDT Panel,ฉนวนกันความร้อน
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อกลมกัลวาไนซ์ ขนาด 1¼ นิ้ว ความหนา 1.35 - 1.55 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
